,name,Website,Type,Size,address3,city,state,zip,Public/Private,For-Profit/NFP,Primarily_Associates?
693,East Tennessee State University,www.etsu.edu,"4-year, Public",13646.0,807 University Pky,Johnson City,Tennessee,37614-0000,Public,NFP,No
694,East Texas Baptist University,www.etbu.edu,"4-year, Private not-for-profit",1210.0,1209 N Grove,Marshall,Texas,75670-1498,Private,NFP,No
695,East West College of Natural Medicine,ewcollege.org,"4-year, Private for-profit",120.0,3808 N. Tamiami Tr,Sarasota,Florida,34234-0000,Private,For-Profit,No
696,Eastern Connecticut State University,www.easternct.edu/,"4-year, Public",5427.0,83 Windham St,Willimantic,Connecticut,06226,Public,NFP,No
697,Eastern Illinois University,www.eiu.edu,"4-year, Public",12040.0,600 Lincoln Avenue,Charleston,Illinois,61920,Public,NFP,No
698,Eastern Kentucky University,www.eku.edu,"4-year, Public",16031.0,521 Lancaster Ave,Richmond,Kentucky,40475-3102,Public,NFP,No
699,Eastern Mennonite University,www.emu.edu/l/collegenavigator,"4-year, Private not-for-profit",1387.0,1200 Park Rd,Harrisonburg,Virginia,22802-2462,Private,NFP,No
700,Eastern Michigan University,www.emich.edu,"4-year, Public",22032.0,Ypsilanti,,Michigan,48197,Public,NFP,No
701,Eastern Nazarene College,www.enc.edu,"4-year, Private not-for-profit",1000.0,23 E Elm Ave,Quincy,Massachusetts,02170-2999,Private,NFP,No
702,Eastern New Mexico University-Main Campus,www.enmu.edu,"4-year, Public",4294.0,1500 S Ave K,Portales,New Mexico,88130,Public,NFP,No
703,Eastern Oregon University,www.eou.edu,"4-year, Public",3666.0,One University Blvd,La Grande,Oregon,97850,Public,NFP,No
704,Eastern University,www.eastern.edu,"4-year, Private not-for-profit",4364.0,1300 Eagle Rd,Saint Davids,Pennsylvania,19087-3696,Private,NFP,No
705,Eastern Virginia Medical School,www.evms.edu,"4-year, Private not-for-profit",747.0,700w. Olney,Norfolk,Virginia,23507,Private,NFP,No
706,Eastern Washington University,www.ewu.edu/Home.xml,"4-year, Public",10809.0,526 5th Street,Cheney,Washington,99004-2496,Public,NFP,No
707,East-West University,www.eastwest.edu,"4-year, primarily associate's, Private not-for-profit",1171.0,816 S Michigan Ave,Chicago,Illinois,60605,Private,NFP,Yes
708,Ecclesia College,www.ecollege.edu,"4-year, Private not-for-profit",235.0,9653 Nations Dr,Springdale,Arkansas,72762,Private,NFP,No
709,Eckerd College,www.eckerd.edu,"4-year, Private not-for-profit",2508.0,4200 54th Ave S,Saint Petersburg,Florida,33711-4700,Private,NFP,No
710,ECPI College of Technology,www.ecpi.edu,"4-year, primarily associate's, Private for-profit",8543.0,5555 Greenwich Rd Ste 300,Virginia Beach,Virginia,23462,Private,For-Profit,Yes
711,ECPI Technical College,www.ecpitech.edu,"4-year, primarily associate's, Private for-profit",374.0,5234 Airport Rd,Roanoke,Virginia,24012,Private,For-Profit,Yes
712,ECPI Technical College,www.ecpitech.edu,"4-year, primarily associate's, Private for-profit",605.0,800 Moorefield Pk Dr,Richmond,Virginia,23236,Private,For-Profit,Yes
713,Ecumenical Theological Seminary,www.etseminary.org,"4-year, Private not-for-profit",132.0,2930 Woodward Ave,Detroit,Michigan,48201,Private,NFP,No
714,Eden Theological Seminary,www.eden.edu,"4-year, Private not-for-profit",213.0,475 E Lockwood Ave,Webster Grove,Missouri,63119-3192,Private,NFP,No
715,Edgewood College,www.edgewood.edu,"4-year, Private not-for-profit",2544.0,1000 Edgewood College Drive,Madison,Wisconsin,53711-1997,Private,NFP,No
716,Edinboro University of Pennsylvania,webs.edinboro.edu/welcome/,"4-year, Public",7671.0,219 Meadville Street,Edinboro,Pennsylvania,16444-0001,Public,NFP,No
717,Edison State College,www.edison.edu,"4-year, primarily associate's, Public",13007.0,8099 College Pky SW,Fort Myers,Florida,33919-0000,Public,NFP,Yes
718,Edison State Community College,www.edisonOHIO.edu,"4-year, Public",3343.0,1973 Edison Dr,Piqua,Ohio,45356-9239,Public,NFP,No
719,EDP College of Puerto Rico Inc,www.edpcollege.edu,"4-year, Private for-profit",1016.0,560 Ponce de Leon Ave.  Cr. Arroyo St.,San Juan,Puerto Rico,00919-2303,Private,For-Profit,No
720,EDP College of Puerto Rico Inc-San Sebastian,www.edpcollege.edu,"4-year, Private for-profit",858.0,Betances # 49,San Sebastian,Puerto Rico,00685,Private,For-Profit,No
721,Edward Via Virginia College of Osteopathic Medicine,www.vcom.vt.edu,"4-year, Private not-for-profit",676.0,2265 Kraft Dr,Blacksburg,Virginia,24060,Private,NFP,No
722,Edward Waters College,www.ewc.edu,"4-year, Private not-for-profit",843.0,1658 Kings Rd,Jacksonville,Florida,32209,Private,NFP,No
723,Elizabeth City State University,www.ecsu.edu,"4-year, Public",3104.0,1704 Weeksville Rd,Elizabeth City,North Carolina,27909,Public,NFP,No
724,Elizabethtown College,www.etown.edu,"4-year, Private not-for-profit",2311.0,One Alpha Dr,Elizabethtown,Pennsylvania,17022-2298,Private,NFP,No
725,Ellis University,www.ellis.edu,"4-year, Private not-for-profit",814.0,111 N Canal St Ste 380,Chicago,Illinois,60606,Private,NFP,No
726,Elmhurst College,public.elmhurst.edu,"4-year, Private not-for-profit",3316.0,190 Prospect Ave,Elmhurst,Illinois,60126-3096,Private,NFP,No
727,Elmira College,www.elmira.edu,"4-year, Private not-for-profit",1639.0,One Park Place,Elmira,New York,14901,Private,NFP,No
728,Elon University,www.elon.edu,"4-year, Private not-for-profit",5628.0,100 Campus Drive,Elon,North Carolina,27244-2010,Private,NFP,No
729,Embry Riddle Aeronautical University-Daytona Beach,www.erau.edu,"4-year, Private not-for-profit",5062.0,600 S Clyde Morris Blvd,Daytona Beach,Florida,32114-3900,Private,NFP,No
730,Embry Riddle Aeronautical University-Prescott,www.erau.edu,"4-year, Private not-for-profit",1719.0,3700 Willow Creek Road,Prescott,Arizona,86301-3720,Private,NFP,No
731,Embry Riddle Aeronautical University-Worldwide,www.erau.edu,"4-year, Private not-for-profit",15225.0,600 S. Clyde Morris Blvd.,Daytona Beach,Florida,32114-3900,Private,NFP,No
732,Emerson College,www.emerson.edu,"4-year, Private not-for-profit",4536.0,120 Boylston Street,Boston,Massachusetts,02116-4624,Private,NFP,No
733,Emmanuel College,www.ec.edu,"4-year, Private not-for-profit",697.0,181 Springs St,Franklin Springs,Georgia,30639,Private,NFP,No
734,Emmanuel College,www.emmanuel.edu,"4-year, Private not-for-profit",2412.0,400 the Fenway,Boston,Massachusetts,02115,Private,NFP,No
735,Emmanuel School of Religion,www.esr.edu,"4-year, Private not-for-profit",133.0,One Walker Dr,Johnson City,Tennessee,37601-9989,Private,NFP,No
736,Emmaus Bible College,www.emmaus.edu,"4-year, primarily associate's, Private not-for-profit",245.0,2570 Asbury Rd,Dubuque,Iowa,52001-3096,Private,NFP,Yes
737,Emory and Henry College,www.ehc.edu,"4-year, Private not-for-profit",1015.0,1 Garnand Drive,Emory,Virginia,24327-0947,Private,NFP,No
738,Emory University,www.emory.edu,"4-year, Private not-for-profit",12755.0,"408 Administration Building, 201 Dowman Drive",Atlanta,Georgia,30322,Private,NFP,No
739,Emperor's College of Traditional Oriental Medicine,www.emperors.edu,"4-year, Private for-profit",218.0,"1807 Wilshire Blvd, Ste #200",Santa Monica,California,90403,Private,For-Profit,No
740,Emporia State University,www.emporia.edu,"4-year, Public",6404.0,1200 Commercial,Emporia,Kansas,66801-5087,Public,NFP,No
741,Endicott College,www.endicott.edu,"4-year, Private not-for-profit",3717.0,376 Hale St,Beverly,Massachusetts,01915,Private,NFP,No
742,Episcopal Divinity School,www.eds.edu,"4-year, Private not-for-profit",80.0,99 Brattle St,Cambridge,Massachusetts,02138-3494,Private,NFP,No
743,Episcopal Theological Seminary of the Southwest,www.ssw.edu,"4-year, Private not-for-profit",75.0,501 E. 32nd St.,Austin,Texas,78705,Private,NFP,No
744,Erikson Institute,www.erikson.edu,"4-year, Private not-for-profit",294.0,451 N. LaSalle Street,Chicago,Illinois,60654-4510,Private,NFP,No
745,Erskine College and Seminary,www.erskine.edu,"4-year, Private not-for-profit",864.0,2 Washington St,Due West,South Carolina,29639,Private,NFP,No
746,Escuela de Artes Plasticas de Puerto Rico,www.eap.edu,"4-year, Public",512.0,Barrio Ballaja Campo Del Morro,San Juan,Puerto Rico,00902-1112,Public,NFP,No
747,Eugene Bible College,EBC.EDU,"4-year, Private not-for-profit",129.0,2155 Bailey Hill Rd,Eugene,Oregon,97405,Private,NFP,No
748,Eureka College,www.eureka.edu,"4-year, Private not-for-profit",753.0,300 E. College Ave.,Eureka,Illinois,61530,Private,NFP,No
749,Evangel University,www.evangel.edu,"4-year, Private not-for-profit",1911.0,1111 N Glenstone,Springfield,Missouri,65802,Private,NFP,No
750,Evangelical Theological Seminary,www.evangelical.edu,"4-year, Private not-for-profit",158.0,121 S College St,Myerstown,Pennsylvania,17067-1222,Private,NFP,No
751,Everest College-Mesa,www.everest.edu/campus/mesa,"4-year, primarily associate's, Private for-profit",116.0,5416 East Baseline Ste. 200,Mesa,Arizona,85206,Private,For-Profit,Yes
752,Everest College-Ontario Metro,www.everest.edu/campus/ontario_metro,"4-year, primarily associate's, Private for-profit",307.0,1819 South Excise Avenue,Ontario,California,91761,Private,For-Profit,Yes
753,Everest College-Phoenix,www.everest.edu/campus/phoenix,"4-year, primarily associate's, Private for-profit",3350.0,"10400 N. 25th Avenue, Suite 190",Phoenix,Arizona,85021-1641,Private,For-Profit,Yes
754,Everest College-Springfield Campus,www.everest.edu/campus/springfield,"4-year, primarily associate's, Private for-profit",584.0,1010 W Sunshine,Springfield,Missouri,65807,Private,For-Profit,Yes
755,Everest College-West Valley City,www.everest.edu/campus/salt_lake_city,"4-year, primarily associate's, Private for-profit",179.0,3280 W 3500 S,West Valley City,Utah,84119-2632,Private,For-Profit,Yes
756,Everest University-Brandon,www.everest.edu/campus/brandon,"4-year, primarily associate's, Private for-profit",7251.0,3924 Coconut Palm Dr,Tampa,Florida,33619-1354,Private,For-Profit,Yes
757,Everest University-Jacksonville,www.everest.edu/campus/jacksonville,"4-year, primarily associate's, Private for-profit",377.0,8226 Phillips Hwy,Jacksonville,Florida,32256-1240,Private,For-Profit,Yes
758,Everest University-Lakeland,www.everest.edu/campus/lakeland,"4-year, primarily associate's, Private for-profit",1184.0,995 E Memorial Blvd Suite110,Lakeland,Florida,33801,Private,For-Profit,Yes
759,Everest University-Largo,www.everest.edu/campus/largo,"4-year, primarily associate's, Private for-profit",829.0,1199 East Bay Drive,Largo,Florida,33770-2556,Private,For-Profit,Yes
760,Everest University-Melbourne,www.everest.edu/campus/melbourne,"4-year, primarily associate's, Private for-profit",419.0,2401 N Harbor City Blvd,Melbourne,Florida,32935,Private,For-Profit,Yes
761,Everest University-North Orlando,www.everest.edu/campus/north_orlando,"4-year, primarily associate's, Private for-profit",1901.0,5421 Diplomat Circle,Orlando,Florida,32810,Private,For-Profit,Yes
762,Everest University-Orange Park,www.everest.edu/campus/orange_park,"4-year, primarily associate's, Private for-profit",313.0,805 Wells Rd,Orange Park,Florida,32073,Private,For-Profit,Yes
763,Everest University-Pompano Beach,www.everest.edu/campus/pompano_beach,"4-year, primarily associate's, Private for-profit",582.0,225 N. Federal Hwy.,Pompano Beach,Florida,33062,Private,For-Profit,Yes
764,Everest University-South Orlando,www.everest.edu/campus/south_orlando,"4-year, primarily associate's, Private for-profit",11548.0,9200 Soutpark Center Loop,Orlando,Florida,32819,Private,For-Profit,Yes
765,Everest University-Tampa,www.everest.edu/campus/tampa,"4-year, primarily associate's, Private for-profit",1730.0,3319 W Hillsborough Ave,Tampa,Florida,33614,Private,For-Profit,Yes
766,Everglades University,www.evergladesuniversity.edu,"4-year, Private not-for-profit",1077.0,"5002 T-Rex Avenue, Suite 100",Boca Raton,Florida,33431,Private,NFP,No
767,Everglades University-Orlando,www.evergladesuniversity.edu,"4-year, Private not-for-profit",,5600 Lake Underhill Rd.-Suite 200,Orlando,Florida,32807,Private,NFP,No
768,Everglades University-Sarasota,www.evergladesuniversity.edu,"4-year, Private not-for-profit",,6001Lake Osprey Dr.,Sarasota,Florida,34240,Private,NFP,No
769,Excelsior College,www.excelsior.edu,"4-year, Private not-for-profit",33453.0,7 Columbia Cir,Albany,New York,12203-5159,Private,NFP,No
770,Ex-Pression College for Digital Arts,www.expression.edu,"4-year, Private for-profit",1200.0,6601 Shellmond St,Emeryville,California,94608,Private,For-Profit,No
771,Facultad de Derecho Eugenio Maria de Hostos,www.hostos.edu,"4-year, Private not-for-profit",205.0,Calle Peral #57 Sur,Mayaguez,Puerto Rico,00680,Private,NFP,No
772,Fairfield University,www.fairfield.edu,"4-year, Private not-for-profit",5128.0,1073 N Benson Rd,Fairfield,Connecticut,06824-5195,Private,NFP,No
773,Fairleigh Dickinson University-College at Florham,www.fdu.edu,"4-year, Private not-for-profit",3465.0,285 Madison Ave,Madison,New Jersey,07940,Private,NFP,No
774,Fairleigh Dickinson University-Metropolitan Campus,www.fdu.edu,"4-year, Private not-for-profit",8693.0,1000 River Rd,Teaneck,New Jersey,07666,Private,NFP,No
775,Fairmont State University,www.fairmontstate.edu/,"4-year, Public",4547.0,1201 Locust Ave,Fairmont,West Virginia,26554-2470,Public,NFP,No
776,Faith Baptist Bible College and Theological Seminary,www.faith.edu,"4-year, Private not-for-profit",392.0,1900 NW 4th St,Ankeny,Iowa,50023-2152,Private,NFP,No
777,Faith Evangelical Seminary,www.faithseminary.edu,"4-year, Private not-for-profit",192.0,3504 N Pearl St,Tacoma,Washington,98407-0186,Private,NFP,No
778,Family of Faith College,www.familyoffaithcollege.edu,"4-year, Private not-for-profit",59.0,30 Kinville,Shawnee,Oklahoma,74802,Private,NFP,No
779,Farmingdale State College,WWW.FARMINGDALE.EDU,"4-year, primarily associate's, Public",6850.0,2350 Broadhollow Road,Farmingdale,New York,11735-1021,Public,NFP,Yes
780,Fashion Institute of Technology,www.fitnyc.edu,"4-year, primarily associate's, Public",10065.0,227 W 27th St,New York,New York,10001-5992,Public,NFP,Yes
781,Faulkner University,www.faulkner.edu,"4-year, Private not-for-profit",3103.0,5345 Atlanta Hwy,Montgomery,Alabama,36109-3378,Private,NFP,No
782,Fayetteville State University,www.uncfsu.edu,"4-year, Public",6217.0,1200 Murchison Rd,Fayetteville,North Carolina,28301-4298,Public,NFP,No
783,Felician College,www.felician.edu,"4-year, Private not-for-profit",2040.0,262 S Main St,Lodi,New Jersey,07644,Private,NFP,No
784,Ferris State University,www.ferris.edu/,"4-year, Public",13532.0,1201 S State St,Big Rapids,Michigan,49307-2251,Public,NFP,No
785,Ferrum College,www.ferrum.edu,"4-year, Private not-for-profit",1397.0,215 Ferrum Mountain Road,Ferrum,Virginia,24088-9000,Private,NFP,No
786,Fielding Graduate University,www.fielding.edu,"4-year, Private not-for-profit",1735.0,2112 Santa Barbara St,Santa Barbara,California,93105-3538,Private,NFP,No
787,Finlandia University,www.finlandia.edu,"4-year, Private not-for-profit",521.0,601 Quincy St,Hancock,Michigan,49930-1832,Private,NFP,No
788,Fisher College,www.fisher.edu,"4-year, primarily associate's, Private not-for-profit",1260.0,118 Beacon St,Boston,Massachusetts,02116,Private,NFP,Yes
789,Fisk University,www.fisk.edu,"4-year, Private not-for-profit",726.0,1000 17th Ave N,Nashville,Tennessee,37208-4501,Private,NFP,No
790,Fitchburg State College,WWW.FSC.EDU,"4-year, Public",6761.0,160 Pearl St,Fitchburg,Massachusetts,01420-2697,Public,NFP,No
791,Five Branches University,www.fivebranches.edu,"4-year, Private not-for-profit",289.0,200 7th Avenue,Santa Cruz,California,95062,Private,NFP,No
792,Five Towns College,www.ftc.edu,"4-year, Private for-profit",1163.0,305 North Service Road,Dix Hills,New York,11746-5871,Private,For-Profit,No
793,Flagler College,www.flagler.edu,"4-year, Private not-for-profit",2662.0,74 King Street,Saint Augustine,Florida,32084,Private,NFP,No
794,Flagler College-Tallahassee,www.flagler.edu,"4-year, Private not-for-profit",463.0,444 Appleyard Dr,Tallahassee,Florida,32304,Private,NFP,No
795,Florida Agricultural and Mechanical University,www.famu.edu,"4-year, Public",11857.0,Tallahassee,,Florida,32307,Public,NFP,No
796,Florida Atlantic University,www.fau.edu/,"4-year, Public",26839.0,777 Glades Rd,Boca Raton,Florida,33431-0991,Public,NFP,No
797,Florida Career College,www.careercollege.edu,"4-year, primarily associate's, Private for-profit",2948.0,1321 SW 107 Ave Ste 201B,Miami,Florida,33174,Private,For-Profit,Yes
798,Florida Christian College Inc,www.fcc.edu,"4-year, Private not-for-profit",230.0,1011 Bill Beck Blvd,Kissimmee,Florida,34744,Private,NFP,No
799,Florida Coastal School of Law,www.fcsl.edu,"4-year, Private for-profit",1470.0,8787 Baypine Road,Jacksonville,Florida,32256,Private,For-Profit,No
800,Florida College,www.floridacollege.edu,"4-year, primarily associate's, Private not-for-profit",506.0,119 N Glen Arven Ave,Temple Terrace,Florida,33617-5578,Private,NFP,Yes
801,Florida College of Integrative Medicine,www.fcim.edu,"4-year, Private for-profit",143.0,7100 Lake Ellenor Dr,Orlando,Florida,32809-5721,Private,For-Profit,No
802,Florida Community College at Jacksonville,www.fccj.edu,"4-year, primarily associate's, Public",25903.0,501 W State St,Jacksonville,Florida,32202,Public,NFP,Yes
803,Florida Gulf Coast University,www.fgcu.edu,"4-year, Public",10204.0,10501 Fgcu Blvd S,Fort Myers,Florida,33965-6565,Public,NFP,No
804,Florida Hospital College of Health Sciences,www.fhchs.edu,"4-year, Private not-for-profit",2390.0,671 Winyah Drive,Orlando,Florida,32803,Private,NFP,No
805,Florida Institute of Technology,www.fit.edu,"4-year, Private not-for-profit",6400.0,150 West University Boulevard,Melbourne,Florida,32901-6975,Private,NFP,No
806,Florida International University,www.fiu.edu,"4-year, Public",38759.0,11200 S. W. 8 Street,Miami,Florida,33199,Public,NFP,No
807,Florida Memorial University,www.fmuniv.edu,"4-year, Private not-for-profit",1816.0,15800 NW 42 Ave,Miami Gardens,Florida,33054-6199,Private,NFP,No
808,Florida National College,www.fnc.edu,"4-year, primarily associate's, Private for-profit",2369.0,4425 West 20 Avenue,Hialeah,Florida,33012,Private,For-Profit,Yes
809,Florida National College-South Campus,www.fnc.edu,"4-year, Private for-profit",,11865 SW 26 St,Miami,Florida,33175-2478,Private,For-Profit,No
810,Florida Southern College,www.flsouthern.edu,"4-year, Private not-for-profit",2319.0,111 Lake Hollingsworth Dr,Lakeland,Florida,33801-5698,Private,NFP,No
811,Florida State University,www.fsu.edu,"4-year, Public",38682.0,211 Westcott Bldg,Tallahassee,Florida,32306-1037,Public,NFP,No
812,Fontbonne University,www.fontbonne.edu,"4-year, Private not-for-profit",2967.0,6800 Wydown Blvd,Saint Louis,Missouri,63105-3098,Private,NFP,No
813,Fordham University,www.fordham.edu,"4-year, Private not-for-profit",14666.0,441 E Fordham Rd,Bronx,New York,10458,Private,NFP,No
814,Forest Institute of Professional Psychology,www.forest.edu,"4-year, Private not-for-profit",231.0,2885 W Battlefield Rd,Springfield,Missouri,65807,Private,NFP,No
815,Fort Hays State University,www.fhsu.edu,"4-year, Public",10107.0,600 Park St,Hays,Kansas,67601-4099,Public,NFP,No
816,Fort Lewis College,www.fortlewis.edu,"4-year, Public",3740.0,1000 Rim Drive,Durango,Colorado,81301-3999,Public,NFP,No
817,Fort Valley State University,www.fvsu.edu,"4-year, Public",3106.0,1005 State University Dr,Fort Valley,Georgia,31030-4313,Public,NFP,No
818,Fountainhead College of Technology,www.fountainheadcollege.edu,"4-year, primarily associate's, Private for-profit",116.0,3203 Tazewell Pke,Knoxville,Tennessee,37918,Private,For-Profit,Yes
819,Framingham State College,www.framingham.edu,"4-year, Public",6086.0,100 State Street,Framingham,Massachusetts,01701-9101,Public,NFP,No
820,Francis Marion University,www.fmarion.edu,"4-year, Public",4020.0,4822 East Palmetto Street,Florence,South Carolina,29506,Public,NFP,No
821,Franciscan School of Theology,www.fst.edu,"4-year, Private not-for-profit",69.0,1712 Euclid Ave,Berkeley,California,94709-1208,Private,NFP,No
822,Franciscan University of Steubenville,www.franciscan.edu,"4-year, Private not-for-profit",2449.0,1235 University Blvd,Steubenville,Ohio,43952-1763,Private,NFP,No
823,Franklin and Marshall College,WWW.FANDM.EDU,"4-year, Private not-for-profit",2164.0,College Ave,Lancaster,Pennsylvania,17604-3003,Private,NFP,No
824,Franklin College,www.franklincollege.edu,"4-year, Private not-for-profit",1153.0,101 Branigin Blvd,Franklin,Indiana,46131-2623,Private,NFP,No
825,Franklin Pierce Law Center,www.piercelaw.edu,"4-year, Private not-for-profit",481.0,2 White St,Concord,New Hampshire,03301-4197,Private,NFP,No
826,Franklin Pierce University,www.franklinpierce.edu,"4-year, Private not-for-profit",2535.0,40 University Drive,Rindge,New Hampshire,03461-0060,Private,NFP,No
827,Franklin University,www.franklin.edu,"4-year, Private not-for-profit",7683.0,201 S Grant Ave,Columbus,Ohio,43215-5399,Private,NFP,No
828,Franklin W. Olin College of Engineering,www.olin.edu,"4-year, Private not-for-profit",308.0,Olin Way,Needham,Massachusetts,02492-1200,Private,NFP,No
829,Free Will Baptist Bible College,WWW.FWBBC.EDU,"4-year, Private not-for-profit",317.0,3606 West End Ave,Nashville,Tennessee,37205-0117,Private,NFP,No
830,Freed-Hardeman University,www.fhu.edu,"4-year, Private not-for-profit",2061.0,158 E Main St,Henderson,Tennessee,38340-2399,Private,NFP,No
831,Fresno Pacific University,www.fresno.edu,"4-year, Private not-for-profit",2436.0,1717 S Chestnut Ave,Fresno,California,93702-4709,Private,NFP,No
832,Friends University,www.friends.edu,"4-year, Private not-for-profit",2727.0,2100 W. University Ave.,Wichita,Kansas,67213,Private,NFP,No
833,Frontier School of Midwifery and Family Nursing,www.midwives.org,"4-year, Private not-for-profit",559.0,195 School Street,Hyden,Kentucky,41749,Private,NFP,No
834,Frostburg State University,www.frostburg.edu,"4-year, Public",5215.0,101 Braddock Road,Frostburg,Maryland,21532-1099,Public,NFP,No
835,Full Sail University,www.fullsail.com,"4-year, Private for-profit",6979.0,3300 University Blvd,Winter Park,Florida,32792-7429,Private,For-Profit,No
836,Fuller Theological Seminary in California,www.fuller.edu,"4-year, Private not-for-profit",2957.0,135 N Oakland Ave,Pasadena,California,91182,Private,NFP,No
837,Furman University,www.furman.edu,"4-year, Private not-for-profit",2977.0,3300 Poinsett Highway,Greenville,South Carolina,29613-6162,Private,NFP,No
838,Gainesville State College,www.gsc.edu,"4-year, primarily associate's, Public",8238.0,3820 Mundy Mill Rd,Oakwood,Georgia,30566,Public,NFP,Yes
839,Gallaudet University,www.gallaudet.edu,"4-year, Private not-for-profit",1389.0,"800 Florida Ave, NE",Washington,District of Columbia,20002-3695,Private,NFP,No
840,Gannon University,www.gannon.edu,"4-year, Private not-for-profit",4197.0,109 W Sixth St,Erie,Pennsylvania,16541-0001,Private,NFP,No
841,Gardner-Webb University,www.gardner-webb.edu,"4-year, Private not-for-profit",4070.0,Main St,Boiling Springs,North Carolina,28017-0997,Private,NFP,No
842,Garrett-Evangelical Theological Seminary,www.garrett.edu,"4-year, Private not-for-profit",362.0,2121 Sheridan Road,Evanston,Illinois,60201-3298,Private,NFP,No
843,Gemological Institute of America,www.gia.edu,"4-year, primarily associate's, Private not-for-profit",2366.0,5345 Armada Dr,Carlsbad,California,92008,Private,NFP,Yes
844,Geneva College,www.geneva.edu,"4-year, Private not-for-profit",1951.0,3200 College Ave,Beaver Falls,Pennsylvania,15010-3599,Private,NFP,No
845,George Fox University,www.georgefox.edu,"4-year, Private not-for-profit",3383.0,414 N Meridian St,Newberg,Oregon,97132,Private,NFP,No
846,George Mason University,www.gmu.edu,"4-year, Public",30613.0,4400 University Dr,Fairfax,Virginia,22030-4444,Public,NFP,No
847,George Washington University,www.gwu.edu,"4-year, Private not-for-profit",25116.0,"2121 I Street, NW",Washington,District of Columbia,20052,Private,NFP,No
848,Georgetown College,www.georgetowncollege.edu,"4-year, Private not-for-profit",1856.0,400 East College Street,Georgetown,Kentucky,40324,Private,NFP,No
849,Georgetown University,www.georgetown.edu,"4-year, Private not-for-profit",15318.0,37th and O St NW,Washington,District of Columbia,20057,Private,NFP,No
850,Georgia College & State University,WWW.GCSU.EDU,"4-year, Public",6506.0,231 W Hancock Street,Milledgeville,Georgia,31061,Public,NFP,No
851,Georgia Gwinnett College,www.ggc.usg.edu,"4-year, Public",1563.0,1000 University Center Lane,Lawrenceville,Georgia,30043,Public,NFP,No
852,Georgia Institute of Technology-Main Campus,www.gatech.edu,"4-year, Public",19413.0,225 North Ave,Atlanta,Georgia,30332-0530,Public,NFP,No
853,Georgia Southern University,www.georgiasouthern.edu,"4-year, Public",17764.0,Hwy 301 South,Statesboro,Georgia,30460,Public,NFP,No
854,Georgia Southwestern State University,,"4-year, Public",2717.0,800 Georgia Southwestern State University Dr.,Americus,Georgia,31709-4693,Public,NFP,No
855,Georgia State University,www.gsu.edu,"4-year, Public",28229.0,33 gilmer st,Atlanta,Georgia,30303-3083,Public,NFP,No
856,Georgian Court University,www.georgian.edu,"4-year, Private not-for-profit",3189.0,900 Lakewood Ave,Lakewood,New Jersey,08701-2697,Private,NFP,No
857,Gettysburg College,WWW.GETTYSBURG.EDU,"4-year, Private not-for-profit",2480.0,300 N Washington St,Gettysburg,Pennsylvania,17325-1486,Private,NFP,No
858,Glenville State College,www.glenville.edu,"4-year, Public",1443.0,200 High Street,Glenville,West Virginia,26351-1292,Public,NFP,No
859,Globe Institute of Technology,www.globeinstitute.org,"4-year, primarily associate's, Private for-profit",229.0,291 Broadway,New York,New York,10007,Private,For-Profit,Yes
860,Globe University,www.globeuniversity.edu,"4-year, primarily associate's, Private for-profit",771.0,8089 Globe Drive,Woodbury,Minnesota,55125-3388,Private,For-Profit,Yes
861,Goddard College,www.goddard.edu,"4-year, Private not-for-profit",731.0,123 Pitkin Road,Plainfield,Vermont,05667-9432,Private,NFP,No
862,Gods Bible School and College,www.gbs.edu,"4-year, Private not-for-profit",278.0,1810 Young Street,Cincinnati,Ohio,45202-6838,Private,NFP,No
863,Golden Gate University-Los Angeles,www.ggu.edu,"4-year, Private not-for-profit",,"725 S. Figueroa Street, Suite 1550",Los Angeles,California,90017-5418,Private,NFP,No
864,Golden Gate University-Monterey,www.ggu.edu,"4-year, Private not-for-profit",,500 8th Street,Marina,California,93933-3833,Private,NFP,No
865,Golden Gate University-Roseville,WWW.GGU.EDU,"4-year, Private not-for-profit",,"7 Sierra Gate Plaza, Suite 101",Roseville,California,95678-5418,Private,NFP,No
866,Golden Gate University-San Francisco,www.ggu.edu,"4-year, Private not-for-profit",3528.0,536 Mission Street,San Francisco,California,94105-2968,Private,NFP,No
867,Golden Gate University-San Jose,WWW.GGU.EDU,"4-year, Private not-for-profit",,"50 Airport Parkway, Suite 150",San Jose,California,95110-2218,Private,NFP,No
868,Golden Gate University-Seattle,www.ggu.edu,"4-year, Private not-for-profit",,"1424 4th Avenue, Suite 4F",Seattle,Washington,98101-2218,Private,NFP,No
869,Golden Gate University-Walnut Creek,www.ggu.edu,"4-year, Private not-for-profit",,"One Ygnacio Center, 2nd Floor Annex, Suite 20, 1990 N. California Blvd.",Walnut Creek,California,94596-3833,Private,NFP,No
870,Goldey-Beacom College,www.gbc.edu,"4-year, Private not-for-profit",1340.0,4701 Limestone Rd,Wilmington,Delaware,19808,Private,NFP,No
871,Gonzaga University,www.gonzaga.edu,"4-year, Private not-for-profit",7272.0,E 502 Boone Ave,Spokane,Washington,99258-0001,Private,NFP,No
872,Gooding Institute of Nurse Anesthesia,www.baymedical.org,"4-year, Public",48.0,615 N Bonita Ave,Panama City,Florida,32401,Public,NFP,No
873,Gordon College,www.gordon.edu,"4-year, Private not-for-profit",1717.0,255 Grapevine Rd,Wenham,Massachusetts,01984,Private,NFP,No
